quartiere,prezzo,datetime,posti auto,bagni per stanza,bagni,stanze,ultimo piano,stato,classe energetica,vista mare,riscaldamento centralizzato,superficie,arredato,balcone,impianto tv,esposizione esterna,fibra ottica,cancello elettrico,cantina,giardino comune,giardino privato,impianto allarme,portiere,piscina,villa,intera proprieta,appartamento,attico,loft,mansarda
Acilia,400.0,2023-03-16,0,1.0,1.0,1.0,0,ottimo / ristrutturato,G,0.0,0.0,20.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,400.0,2023-03-16,0,1.0,1.0,1.0,0,ottimo / ristrutturato,B,0.0,0.0,20.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,400.0,2023-03-15,0,1.0,1.0,1.0,0,ottimo / ristrutturato,E,0.0,0.0,20.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Acilia,400.0,2023-03-16,0,1.0,1.0,1.0,0,ottimo / ristrutturato,D,0.0,0.0,25.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,600.0,2023-03-16,1,0.5,1.0,2.0,0,ottimo / ristrutturato,B,0.0,0.0,50.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Acilia,400.0,2023-03-16,0,1.0,1.0,1.0,0,ottimo / ristrutturato,A,0.0,0.0,20.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,850.0,2023-03-21,0,0.6666666666666666,2.0,3.0,0,buono / abitabile,G,0.0,0.0,105.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Acilia,750.0,2023-09-03,1,0.5,1.0,2.0,0,buono / abitabile,F,0.0,0.0,70.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Acilia,700.0,2023-01-03,1,0.5,1.0,2.0,0,buono / abitabile,F,0.0,0.0,50.0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Acilia,850.0,2023-02-14,0,0.5,2.0,4.0,0,buono / abitabile,F,0.0,0.0,100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,400.0,2023-07-04,0,1.0,1.0,1.0,0,ottimo / ristrutturato,G,0.0,0.0,20.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,400.0,2023-08-04,0,1.0,1.0,1.0,0,ottimo / ristrutturato,B,0.0,0.0,20.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,1300.0,2023-06-03,1,0.5,2.0,4.0,0,ottimo / ristrutturato,B,0.0,0.0,127.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Acilia,400.0,2023-07-04,0,1.0,1.0,1.0,0,ottimo / ristrutturato,D,0.0,0.0,25.0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,750.0,2023-07-04,1,0.3333333333333333,1.0,3.0,0,ottimo / ristrutturato,F,0.0,0.0,60.0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Acilia,1100.0,2023-02-24,1,0.6666666666666666,2.0,3.0,0,ottimo / ristrutturato,A,0.0,1.0,116.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,900.0,2023-03-02,1,0.6666666666666666,2.0,3.0,0,,G,0.0,0.0,70.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Acilia,1000.0,2023-04-13,1,0.5,2.0,4.0,0,buono / abitabile,G,0.0,0.0,101.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Acilia,650.0,2023-04-26,0,0.5,1.0,2.0,0,ottimo / ristrutturato,A,0.0,0.0,50.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,400.0,2023-06-05,0,0.5,1.0,2.0,0,ottimo / ristrutturato,A,0.0,0.0,35.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,650.0,2023-06-05,0,0.5,1.0,2.0,0,ottimo / ristrutturato,B,0.0,0.0,50.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,950.0,2023-04-05,1,0.5,1.0,2.0,0,ottimo / ristrutturato,E,0.0,0.0,65.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Acilia,600.0,2023-05-05,0,0.5,1.0,2.0,0,ottimo / ristrutturato,B,0.0,0.0,35.0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,650.0,2023-06-05,0,0.5,1.0,2.0,0,ottimo / ristrutturato,B,0.0,0.0,60.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Acilia,430.0,2023-05-05,0,0.5,1.0,2.0,0,ottimo / ristrutturato,E,0.0,0.0,35.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Acilia,650.0,2023-05-05,0,0.5,1.0,2.0,0,ottimo / ristrutturato,C,0.0,0.0,50.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,650.0,2023-06-05,0,0.5,1.0,2.0,0,ottimo / ristrutturato,G,0.0,0.0,50.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,400.0,2023-05-05,0,1.0,1.0,1.0,0,ottimo / ristrutturato,E,0.0,0.0,20.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Acilia,550.0,2023-06-05,0,0.5,1.0,2.0,0,ottimo / ristrutturato,B,0.0,0.0,45.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,650.0,2023-05-05,0,0.5,1.0,2.0,0,ottimo / ristrutturato,E,0.0,0.0,50.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Acilia,370.0,2023-05-18,0,1.0,1.0,1.0,0,ottimo / ristrutturato,G,0.0,0.0,20.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,850.0,2023-05-19,1,0.6666666666666666,2.0,3.0,0,ottimo / ristrutturato,G,0.0,0.0,100.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,550.0,2023-05-17,0,0.5,1.0,2.0,1,buono / abitabile,G,0.0,0.0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,370.0,2023-05-18,0,1.0,1.0,1.0,0,ottimo / ristrutturato,C,0.0,0.0,20.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,700.0,2023-05-18,0,0.5,1.0,2.0,0,ottimo / ristrutturato,E,0.0,0.0,60.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Acilia,370.0,2023-05-19,0,1.0,1.0,1.0,0,ottimo / ristrutturato,B,0.0,0.0,20.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,370.0,2023-05-19,0,1.0,1.0,1.0,0,ottimo / ristrutturato,G,0.0,0.0,20.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,370.0,2023-05-19,0,1.0,1.0,1.0,0,ottimo / ristrutturato,E,0.0,0.0,20.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,1050.0,2023-05-18,1,0.5,2.0,4.0,0,buono / abitabile,F,0.0,0.0,100.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Acilia,370.0,2023-05-19,0,1.0,1.0,1.0,0,ottimo / ristrutturato,G,0.0,0.0,20.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,700.0,2023-05-22,0,0.5,1.0,2.0,0,ottimo / ristrutturato,F,0.0,0.0,60.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,1000.0,2023-05-20,0,0.6666666666666666,2.0,3.0,0,buono / abitabile,G,0.0,0.0,90.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Acilia,700.0,2023-05-21,0,0.5,1.0,2.0,0,ottimo / ristrutturato,F,0.0,0.0,60.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,370.0,2023-05-22,0,1.0,1.0,1.0,0,ottimo / ristrutturato,G,0.0,0.0,20.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,700.0,2023-05-23,1,0.5,1.0,2.0,0,buono / abitabile,E,0.0,0.0,64.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,800.0,2023-05-23,1,0.5,1.0,2.0,0,nuovo / in costruzione,A,0.0,0.0,61.0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Acilia,680.0,2023-05-23,0,0.5,1.0,2.0,0,buono / abitabile,,0.0,0.0,50.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Acilia,430.0,2023-05-27,0,0.5,1.0,2.0,0,ottimo / ristrutturato,B,0.0,0.0,28.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,900.0,2023-05-25,0,0.5,2.0,4.0,0,buono / abitabile,G,0.0,0.0,110.0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
Acilia,450.0,2023-05-26,1,0.3333333333333333,1.0,3.0,0,ottimo / ristrutturato,A,0.0,0.0,65.0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,370.0,2023-05-25,0,1.0,1.0,1.0,0,ottimo / ristrutturato,B,0.0,0.0,20.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,280.0,2023-05-26,0,1.0,1.0,1.0,0,ottimo / ristrutturato,G,0.0,0.0,18.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,430.0,2023-05-26,0,0.5,1.0,2.0,0,ottimo / ristrutturato,G,0.0,0.0,28.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,280.0,2023-05-25,0,1.0,1.0,1.0,0,ottimo / ristrutturato,C,0.0,0.0,18.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,430.0,2023-05-27,0,0.5,1.0,2.0,0,ottimo / ristrutturato,G,0.0,0.0,28.0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Acilia,430.0,2023-05-25,0,0.5,1.0,2.0,0,ottimo / ristrutturato,C,0.0,0.0,28.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,370.0,2023-05-27,0,1.0,1.0,1.0,0,ottimo / ristrutturato,B,0.0,0.0,25.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,370.0,2023-05-26,0,1.0,1.0,1.0,0,ottimo / ristrutturato,G,0.0,0.0,22.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,280.0,2023-05-27,0,1.0,1.0,1.0,0,ottimo / ristrutturato,B,0.0,0.0,18.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,780.0,2023-05-31,0,0.5,1.0,2.0,0,ottimo / ristrutturato,C,0.0,0.0,55.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,1300.0,2023-05-29,1,0.5,2.0,4.0,0,nuovo / in costruzione,A,0.0,1.0,111.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Acilia,600.0,2023-01-06,0,0.5,1.0,2.0,0,ottimo / ristrutturato,G,0.0,1.0,50.0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Acilia,600.0,2023-05-31,0,0.5,1.0,2.0,0,buono / abitabile,,0.0,0.0,50.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Acilia,900.0,2023-05-31,1,0.25,1.0,4.0,0,ottimo / ristrutturato,F,0.0,0.0,119.0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
Acilia,430.0,2023-05-30,0,0.5,1.0,2.0,0,ottimo / ristrutturato,G,0.0,0.0,35.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,430.0,2023-01-06,0,0.5,1.0,2.0,0,ottimo / ristrutturato,B,0.0,0.0,28.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,430.0,2023-05-06,0,1.0,1.0,1.0,0,ottimo / ristrutturato,G,0.0,0.0,35.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,430.0,2023-07-06,0,0.5,1.0,2.0,0,ottimo / ristrutturato,G,0.0,0.0,35.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,850.0,2023-06-06,1,0.5,1.0,2.0,0,buono / abitabile,G,0.0,0.0,64.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Acilia,720.0,2023-08-06,0,0.5,1.0,2.0,0,buono / abitabile,G,0.0,0.0,55.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,720.0,2023-09-06,0,0.5,1.0,2.0,0,ottimo / ristrutturato,C,0.0,0.0,55.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,800.0,2023-10-06,1,0.5,1.0,2.0,0,ottimo / ristrutturato,G,0.0,0.0,60.0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,800.0,2023-10-06,0,0.5,1.0,2.0,0,ottimo / ristrutturato,B,0.0,0.0,60.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,1200.0,2023-10-06,1,0.6666666666666666,2.0,3.0,1,ottimo / ristrutturato,E,1.0,0.0,70.0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0
Acilia,430.0,2023-10-06,0,0.5,1.0,2.0,0,ottimo / ristrutturato,G,0.0,0.0,35.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,800.0,2023-10-06,0,0.5,1.0,2.0,0,ottimo / ristrutturato,G,0.0,0.0,60.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,650.0,2023-06-15,0,0.5,1.0,2.0,0,ottimo / ristrutturato,F,0.0,0.0,45.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Acilia,500.0,2023-06-15,1,1.0,1.0,1.0,0,buono / abitabile,F,0.0,0.0,,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Acilia,800.0,2023-06-16,0,0.5,1.0,2.0,0,ottimo / ristrutturato,G,0.0,0.0,60.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,650.0,2023-06-25,0,0.5,1.0,2.0,0,buono / abitabile,F,0.0,0.0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,750.0,2023-06-22,1,0.5,1.0,2.0,0,nuovo / in costruzione,A,0.0,0.0,61.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,670.0,2023-06-23,1,0.5,1.0,2.0,0,ottimo / ristrutturato,E,0.0,0.0,,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Acilia,750.0,2023-06-22,1,0.5,1.0,2.0,0,nuovo / in costruzione,A,0.0,0.0,60.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,750.0,2023-06-22,1,0.5,1.0,2.0,0,nuovo / in costruzione,A,0.0,0.0,57.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,700.0,2023-06-22,1,0.5,1.0,2.0,0,nuovo / in costruzione,A,0.0,0.0,49.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,700.0,2023-06-22,1,0.5,1.0,2.0,0,nuovo / in costruzione,A,0.0,0.0,54.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,750.0,2023-06-22,1,0.5,1.0,2.0,0,nuovo / in costruzione,A,0.0,0.0,59.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,700.0,2023-06-27,1,,,,0,ottimo / ristrutturato,,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,650.0,2023-05-07,0,0.5,1.0,2.0,1,buono / abitabile,G,0.0,0.0,60.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,950.0,2023-07-07,1,0.6666666666666666,2.0,3.0,1,ottimo / ristrutturato,,0.0,0.0,87.0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Acilia,650.0,2023-10-07,1,1.0,1.0,1.0,0,ottimo / ristrutturato,F,0.0,1.0,,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Acilia,700.0,2023-08-07,1,0.5,1.0,2.0,0,ottimo / ristrutturato,G,0.0,0.0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Acilia,870.0,2023-08-07,0,0.6666666666666666,2.0,3.0,0,ottimo / ristrutturato,G,0.0,0.0,115.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,750.0,2023-11-07,0,0.5,1.0,2.0,0,ottimo / ristrutturato,G,0.0,0.0,57.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,1000.0,2023-07-14,1,0.3333333333333333,1.0,3.0,0,buono / abitabile,G,0.0,0.0,105.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Acilia,800.0,2023-07-17,1,0.6666666666666666,2.0,3.0,0,ottimo / ristrutturato,G,0.0,0.0,80.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Acilia,900.0,2023-07-13,0,0.5,2.0,4.0,0,ottimo / ristrutturato,E,0.0,0.0,90.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Acilia,900.0,2023-07-24,1,0.6,3.0,5.0,0,ottimo / ristrutturato,G,0.0,0.0,160.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Acilia,900.0,2023-07-25,1,0.6,3.0,5.0,0,ottimo / ristrutturato,B,0.0,0.0,160.0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0
Acilia,900.0,2023-07-25,1,0.6,3.0,5.0,0,ottimo / ristrutturato,G,0.0,0.0,160.0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
Acilia,600.0,2023-07-25,0,1.0,1.0,1.0,0,ottimo / ristrutturato,B,0.0,0.0,35.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,650.0,2023-07-23,1,0.5,1.0,2.0,0,buono / abitabile,D,0.0,0.0,62.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Acilia,750.0,2023-07-21,0,0.3333333333333333,1.0,3.0,0,buono / abitabile,G,0.0,0.0,70.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,900.0,2023-07-25,1,0.6,3.0,5.0,0,ottimo / ristrutturato,A,0.0,0.0,160.0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
Acilia,950.0,2023-07-21,0,0.6666666666666666,2.0,3.0,0,buono / abitabile,G,0.0,0.0,110.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Acilia,950.0,2023-07-24,1,0.5,2.0,4.0,0,buono / abitabile,B,0.0,0.0,103.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,650.0,2023-07-24,1,0.3333333333333333,1.0,3.0,0,buono / abitabile,G,0.0,0.0,65.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Acilia,900.0,2023-07-25,0,0.6,3.0,5.0,0,buono / abitabile,G,0.0,0.0,160.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,1200.0,2023-03-13,0,0.6666666666666666,2.0,3.0,0,buono / abitabile,,0.0,1.0,120.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,980.0,2023-08-03,0,0.5,1.0,2.0,0,ottimo / ristrutturato,G,0.0,1.0,50.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,1370.0,2023-03-17,0,0.3333333333333333,1.0,3.0,0,buono / abitabile,G,0.0,1.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,3300.0,2023-03-16,0,0.6,3.0,5.0,1,buono / abitabile,F,0.0,1.0,201.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,2500.0,2023-02-19,0,,2.0,,0,buono / abitabile,G,0.0,1.0,160.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,2500.0,2023-01-03,1,0.75,3.0,4.0,0,buono / abitabile,G,0.0,1.0,145.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,2500.0,2023-06-01,0,0.5,2.0,4.0,0,ottimo / ristrutturato,G,0.0,1.0,150.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,1000.0,2023-03-16,0,0.5,1.0,2.0,0,ottimo / ristrutturato,,0.0,1.0,90.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,750.0,2023-03-24,0,0.5,1.0,2.0,0,buono / abitabile,G,0.0,0.0,42.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,1700.0,2022-12-18,0,0.3333333333333333,1.0,3.0,0,ottimo / ristrutturato,G,0.0,0.0,97.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,2500.0,2023-03-20,0,0.5,2.0,4.0,0,buono / abitabile,G,0.0,1.0,160.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,1250.0,2023-09-03,0,0.6666666666666666,2.0,3.0,0,buono / abitabile,G,0.0,1.0,84.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,2500.0,2023-03-16,0,0.4,2.0,5.0,0,buono / abitabile,G,0.0,1.0,160.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,1100.0,2023-03-20,0,0.5,1.0,2.0,0,buono / abitabile,G,0.0,1.0,66.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,1200.0,2023-03-16,0,1.0,2.0,2.0,0,buono / abitabile,G,0.0,1.0,112.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,1900.0,2023-10-03,0,0.6666666666666666,2.0,3.0,1,buono / abitabile,G,0.0,0.0,109.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Africano - Villa Chigi,930.0,2023-03-27,0,1.0,1.0,1.0,0,buono / abitabile,E,0.0,1.0,51.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,1250.0,2023-03-28,0,0.3333333333333333,1.0,3.0,0,ottimo / ristrutturato,G,0.0,1.0,80.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,1500.0,2023-03-28,0,0.6666666666666666,2.0,3.0,0,buono / abitabile,G,,1.0,99.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,790.0,2023-04-04,0,0.5,1.0,2.0,0,buono / abitabile,G,0.0,1.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,2000.0,2023-03-04,0,0.6666666666666666,2.0,3.0,1,ottimo / ristrutturato,D,0.0,0.0,106.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Africano - Villa Chigi,2980.0,2023-03-04,0,0.6,3.0,5.0,1,buono / abitabile,E,0.0,1.0,200.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,1950.0,2023-03-03,0,0.5,2.0,4.0,0,buono / abitabile,G,0.0,1.0,175.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,1450.0,2023-03-29,0,0.5,2.0,4.0,0,ottimo / ristrutturato,G,0.0,1.0,100.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,1300.0,2023-05-04,0,0.5,2.0,4.0,0,buono / abitabile,G,0.0,1.0,95.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,2000.0,2023-07-04,0,0.25,1.0,4.0,0,buono / abitabile,G,0.0,0.0,122.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,1250.0,2023-02-27,0,0.6666666666666666,2.0,3.0,0,buono / abitabile,G,0.0,1.0,112.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,1900.0,2023-06-04,0,0.6666666666666666,2.0,3.0,1,buono / abitabile,G,0.0,0.0,,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Africano - Villa Chigi,1650.0,2023-11-04,1,0.5,2.0,4.0,0,ottimo / ristrutturato,G,0.0,1.0,100.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,2200.0,2023-11-04,0,0.4,2.0,5.0,0,buono / abitabile,G,0.0,1.0,130.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,1250.0,2023-03-04,0,0.5,1.0,2.0,0,buono / abitabile,G,0.0,1.0,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,1899.0,2023-04-14,0,,2.0,,0,ottimo / ristrutturato,F,0.0,1.0,160.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,1000.0,2023-04-15,0,0.3333333333333333,1.0,3.0,1,buono / abitabile,G,0.0,0.0,57.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,2300.0,2023-05-04,0,0.75,3.0,4.0,0,buono / abitabile,G,0.0,1.0,173.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,2700.0,2023-06-03,0,,3.0,,0,buono / abitabile,G,0.0,0.0,174.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Africano - Villa Chigi,1200.0,2023-04-15,0,0.3333333333333333,1.0,3.0,1,buono / abitabile,G,0.0,1.0,85.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Africano - Villa Chigi,1300.0,2023-02-16,0,0.3333333333333333,1.0,3.0,0,buono / abitabile,G,0.0,1.0,75.0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
